Description	Answer
"Q1: Who is eligible for this program?
 A1: This is a Total Force program, so any Regular Air Force, Air Force Reserve, or Air National Guard Airmen on Title 10 orders may be eligible, providing the situation meets the criteria established in the policy.
 Q2: What is the eligibility criteria for a qualifying PCS or PCA?
 A2: The following criteria must be met to be considered a qualifying PCS/PCA:
 . The Airman’s PCS/PCA authenticated orders must authorize movement of the Airman’s dependents at government’s expense.
 . The Airman is PCSing/PCAing from a duty station in one state to a duty station in another state, including Hawaii; Alaska; Washington, DC; and the U.S. territories.
 . Reimbursement is not authorized for moves upon accession, Career Intermission Program, retirement, or separation from the armed forces.
 . Qualifying relicensing costs must be incurred and paid after the date the member’s PCS/PCA orders are authenticated and within 24 months of the date the member’s PCS/PCA orders are authenticated.
 . Reimbursement for each qualifying PCS/PCA will not exceed $500 for PCS/PCA orders authenticated between 12 December 2017 and 19 December 2019, or $1,000.00 for PCS/PCA orders authenticated on or after 20 December 2019.
 
 
 Read full attachment for complete details"	Spouse Licensure Program Reimbursement
"Please include these forms with your CSP case:
 1. Separation/Retirement Orders 
 2. AF 594
 3. Separation Checklist
 
 
 Forms:
 af594.pdf
 Separation Checklist.pdf
 
 
 Links:"	Separating or Retiring?
"Please see the attachment for updated guidance on Special Leave Accrual (SLA) for fiscal year 2021. The Secretary of the Air Force has approved an extension to the SLA policy due to many DAF service members having difficulty reducing their leave balances to no more than 60 days by 30 September 2021.
   
 On 1 Oct 21, eligible Service members (active service between 1 Oct 20 - 30 Sep 21) who have annual leave in excess of 60 days (not to exceed 120 days) as shown on their September 2021 Leave and Earnings Statement are automatically approved for SLA and may carry the balance (not to exceed 120 days) until 30 Sep 24. No action is required on the part of our service members. 
 It is important that members continue to manage their leave balances throughout the year and Commanders should continue to encourage and provide members with opportunities to use leave in the year it is earned. Any clarifying guidance, to include common Q&As will be available on the MyPers site.
 
 Forms:
 N/A
 
 
 Links:
 https://mypers.af.mil/app/answers/list/st/5/kw/sla/page/1/search/1"	**Updated Guidance** Special Leave Accrual (SLA)
"It ismandatorythat members schedule an appointment within 5 working days of arrival. We will provide the BAH 594, PDT arrival worksheet, 1351-2 travel voucher, TLE certification and EFT Form (if applicable) to you during the in-processing brief.
 Please bring the following:
 - 2 Full copies of your orders and amendments (front and back)
 - All required receipts for expenses over $75.00 (Air Fare, Lodging, etc.)
 --Receipts must be itemized, show first and last name, show payment method with at least the last 4 of credit card number.
 - Memorandums for any delays during the PCS 
  - If you are submitting a PPM with your PCS travel voucher please bring DD2278, expense certification form, and all weight tickets
 - If you are submitting TLE with PCS travel voucher please bring lodging receipts
 
 If you would like to have these forms before the briefing you may retrieve them from our CSP home page, policy memos and guidelines, travel pay.
 
 
 If you are a GSU you can retrieve the PDT package off of the CSP home page, Policy Memos and Guidelines, Travel Pay. Complete the form and submit a CSP inquiry with the completed packet and all required supporting documentation.
 
 
 Forms:
 AF Form 594 
 PDT arrival Worksheet 
 1351-2 Travel Voucher 
 TLE certification form
 DD2278 (signed and certified by TMO)
 PPM Certification Form
 EFT (If needed)
 
 
 Links: 
 https://usaf.dps.mil/teams/SAFFMCSP/portal/SitePages/Policymemosguidelines.aspx 
 https://www.defensetravel.dod.mil/Docs/perdiem/JTR.pdf
 
 AFIMSC RM Portal"	How to In-Process and Submit Your PCS Voucher
"Please provide a copy of your orders and the completed documentation. If you would like a one-on-one briefing with a Military Pay separation/retirement technician please let us know. Once you get to your final destination you will fill out the 1351-2 and provide it to us for processing. Please send it to our customer service organizational email box. Please ensure you provide any applicable receipts such as air fare. You can find all the forms needed in CSP under Policy memos & Guidelines Military Pay.
 
 
 Forms:
 AF Form 594
 AF Form 1745 Address Change Form
 DD1351-2 final travel voucher
 DFAS-DE-2424
 Direct Deposit Form
 
 
 Links:
 https://www.defensetravel.dod.mil/Docs/perdiem/JTR.pdf"	Separations/Retirements Package & Briefing
Please use the attached form to make Work Schedule Changes.	434ARW Form 5 - Work Schedule Change
GTCC reference.	Cardholder Quick Reference Guide
GTCC User Guide	CitiManager Cardholder User Guide
GTCC Regulations as of March 2021	GTCC Regulations
Who can use Appropriated Funds to buy a coin?	Coin Purchase Authority
Civilian Leave Information	Civilian Leave
Documents for new reservists to complete.	New Comers Finance Packet
This Matrix will provide guidance to include on your Inquiry Detail for different items. It will be updated with additional items as we see trends in what is being asked.	Inquiry Detail Matrix
Use this form to request movement of funds within your group or request funds from the Wing.	RPA Budget Load Request
"From the DFAS link below: The DFAS Civilian Pay Debt Payment 8522 form is intended for use by federal civilian employees to make payments on their Civilian Pay Debt amount due. This form cannot be utilized until after receipt of notification from the employee’s servicing payroll office indicating the amount due. Specific information from the notification letter (debt unique identification number) is required to complete the form. Payment can be made online using checking and saving (ACH) account information, bank branded debit card, or PayPal (linked to checking and saving account only -ACH).
 Forms:
 
 Links:
 https://www.pay.gov/public/form/start/68842322
 https://www.dfas.mil/CivilianEmployees/debt/overpaymentofwages/"	Debt from AFIMSC, I Want to Pay this from my Military Pay
"Civilian In-processing is done through HR. Currently they are given an appointment time to in-process in due to COVID. If they lift those restrictions then they will meet in a predetermined location and go through a briefing. In processing procedures can vary from installation to installation. Employees servicing HR office will provide guidance and checklist for base-level in-processing. The gaining unit should provide unit-level in-processing guidance and checklist(s).
 
 
 
 During the in-processing, we are present for a short Civilian Payroll briefing and we collect the Direct Deposit and W-4 forms from the employees. They are instructed to print those forms and bring them to the appointment.
 
 
 Forms: 
 W4
 Direct Deposit 
  
 
 Links:
 
 Links for Direct Deposit and W-4 are provided by HR in the On-boarding letter that the employee will receive"	Steps to in-process at the base as a newcomer
"No one is exempt from Jury Duty. Civilians are entitled to paid time off without charge to leave for service as a juror or witness. They MUST provide a letter of attendance when they return to duty. This letter is sent to Civilian Payroll to clear the outstanding leave report.
 
 
 Forms:
  
 Links:
 https://usaf.dps.mil/sites/FMFC/SitePages/Civilian%20Pay.aspx
 https://www.opm.gov/policy-data-oversight/pay-leave/leave-administration/fact-sheets/court-leave/#:~:text=An%20employee%20is%20entitled%20to,as%20a%20juror%20or%20witness.&text=An%20employee%20who%20is%20summoned%20as%20a%20witness%20in%20an,official%20duty%2C%20not%20court%20leave"	Am I Exempt from Jury Duty?
